STN Code,Sampling Date,Month,Sampling Time,Stn Name,Type Water Body,Name Of Water Body,River Basin,District,State Name,Mon Agency,Frequency,Major Polluting Sources,Use Based Class, Use of Water in Down Stream, Visibility Effluent Discharge,Weather,Approx Depth,Human Activities,Floating Matter,Color,Odor,Flow,Temperature,Dissolved O2,pH,Conductivity,BOD,Nitrate N,Fecal Coliform,Total Coliform,Fecal Streptococci,Turbidity,Phenophelene Alkanity,Total Alkalinity,Chlorides,COD,Total Kjeldahl N,Amonia N,Hardness CaCo3,Calcium CaCo3,Magnesium CaCo3,Sulphate,Sodium,Total Dissolved Solids,Total Fixed Solids,Total Suspended Solids,Phosphate,Boron,Potassium,Flouride,Remark,latitude,longitude
2159,45756,Sep,0.604166667,"Godavari river at D/s of Paithan at Pathegaon bridge, Village. Pathegaon, Taluka. Paithan, District. Ch. Sambhaji Nagar.",River,Godavari,Godavari,Ch. Sambhaji Nagar,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,3,28,6.8,8.3,547,3.2,0.75,1.8(BDL),25,1.8(BDL),1.05,5(BDL),142,26.99,12,2.24,0.43,86,40,42,102.04,54.27,449,405,12,0.62,0.51,2.92,0.24,NA,19°28.835’,75°23.835’
2160,45756,Sep,0.510416667,"Godavari river at U/s of Aurangabad Reservoir,Kaigaon Tokka near Kaigaon bridge,Village. Kaigaon,Taluka. Gangapur,District. Ch. Sambhaji Nagar.",River,Godavari,Godavari,Ch. Sambhaji Nagar,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,3,28,6.9,8.3,547,3.2,0.99,1.8(BDL),21,1.8(BDL),1.12,6,138,53.98,12,1.68,0.4,100,44,54,77.5,53.72,451,406,12,0.29,0.57,2.89,0.32,NA,19°37.463’,75°01.490’
2161,45725,Sep,0.708333333,"Godavari river at Jalna Intake water pump house, Village. Shahabad, Taluka. Ambad, District. Jalna.",River,Godavari,Godavari,Jalna,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,2.5,25,6,8.4,348,3.6,0.74,1.8(BDL),35,1.8(BDL),1.2,5(BDL),136,13,16,2.8,0.43,82,42,40,21.36,19.96,284,256,11,0.4,0.51,1.34,0.2(BDL),NA,19°21.392’,75°42.870’
2657,45725,Sep,0.625,"Bindusara river at Beed, near intake water pump house at Dam, Village. Paligaon, Taluka. Beed, District. Beed.",River,Bindusara,Bindusara,Beed,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,1.5,24,6.6,8.4,352,3.2,1.1,1.8(BDL),21,1.8(BDL),1(BDL),6,140,12,12,1.68,0.43,80,40,40,33.12,20.59,288,260,13,0.29,0.5(BDL),1.27,0.3,NA,18° 54.922’,75° 44.236’
2157,45697,Sep,0.333333333,"Godavari river at Latur water intake near Pump house. Village. Dhamegaon, Taluka. Kalumb, District. Dharashiv",River,Godavari,Godavari,Latur,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),NA,None,Cloudy,Greater than 100cm,Fishing,Yes,Light Brown,None,1,19,6.4,8.3,449,4.2,1.28,1.8(BDL),30,1.8(BDL),1.1,5(BDL),140,41.99,20,1.68,0.59,80,40,40,96.52,34.48,372,335,14,0.29,0.53,3.39,0.66,NA,18°33.243’,76°08.899’
2673,45697,Sep,0.3125,"Manjra river at D/s of Latur, near Latur. Nanded bridge, Village. Bhatkheda, Taluka. Latur, District. Latur.",River,Manjara,Manjara,Latur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Bathing,Fishing",Yes,Clear,None,0,18,5.8,8.3,471,3.8,1,1.8(BDL),25,NA,1.01,6,142,39.99,16,2.24,0.51,100,42,58,56.44,38.22,396,357,18,0.21,0.56,3.1,0.96,NA,18° 25.826’,76° 40.253’
1209,45786,Sep,0.479166667,"Godavari river at Raher, Village.Raher, Taluka. Nayagaon, District. Nanded.",River,Godavari,Godavari,Nanded,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Fishing,Yes,Clear,None,0,32,6,8.1,721,3.8,3.2,1.8(BDL),21,1.8(BDL),1.03,6,100,54.98,16,4.48,0.41,148,64,84,63.3,46.8,353,318,10(BDL),0.77,0.53,3.24,0.89,NA,18°53.781’,77°40.660’
1210,45725,Sep,0.427083333,"Godavari river near Intake water pump house, Village. Vishnupuri, Taluka. Nanded, District. Nanded.",River,Godavari,Godavari,Nanded,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Fishing,Boating,Tourism Spot",Yes,Clear,None,0,22,5.9,8.2,504,4,1.68,1.8(BDL),25,1.8(BDL),1.1,6,136,43.99,20,3.36,1.1,80,40,40,72.84,39.49,423,381,12,0.29,0.58,2.96,0.94,NA,19°07.611’,77°16.763’
5992,45725,Sep,0.46875,"Asna River, Dist- Nanded",River,NA,NA,Nanded,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Washing,Idol Emersion Wading",Yes,Clear,None,0,23,4.5,8.2,581,5.8,4,1.8(BDL),17,1.8(BDL),1.21,5(BDL),140,32.99,24,2.24,0.91,124,60,64,65.1,38.33,485,437,16,0.32,0.66,2.61,0.98,NA,19.175556,77.350556
12,45909,Sep,0.708333333,"Godavari river at Dhalegaon, Village. Dhalegaon, Taluka. Pathari,  District. Parbhani.",River,Godavari,Godavari,Parbhani,Maharashtra,Maharashtra PCB,Monthly,None,"E (Irrigation, industrial cooling and controlled waste)",NA,None,Clear,Greater than 100cm,Cultivation,Yes,Clear,None,0,18,7.6,8.4,418,2.2,1.46,1.8(BDL),17,1.8(BDL),1.02,6,136,28.99,8,1.68,0.61,80,42,38,56.84,44.12,354,319,12,0.27,0.5(BDL),3.86,0.55,NA,19°13.524’,76°21.854’
5991,45939,Sep,0.395833333,"Purna River, Yeldari dam, Dist- Parbhani",River,NA,NA,Parbhani,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),NA,None,Clear,Greater than 100cm,Cultivation,Yes,Clear,None,0,19,5.8,8.1,404,4,1.8,1.8(BDL),20,1.8(BDL),1.01,6,140,29.99,16,1.68,0.61,102,40,62,50.48,24.72,345,311,11,0.31,0.57,3.22,0.39,NA,19.72034,76.73189
1153,45697,Sep,0.215277778,"Krishna river at Rajapur Weir, Village. Rajapur, Taluka. Shirol, District. Kolhapur.",River,Krishna,Krishna,Kolhapur,Maharashtra,Maharashtra PCB,Monthly,None,No Information,NA,None,Clear,Less than 50cm,"Bathing,Washing,Fishing,Others",No,Clear,Odor Free,0,28,6.7,8,117,2.8,1.01,6.8,27,1.8(BDL),1(BDL),5(BDL),70,17.54,16,1.5(BDL),0.44,64.2,36.8,27.4,6.93,6.28,100,90,12,0.2(BDL),NA,1(BDL),0.25,NA,16°37.717 ’,74°39.893’
1310,45697,Sep,0.270833333,"Krishna river at Kurundwad near Santaji Ghorpade Ghat , Village.Narshingwadi, Kurundwad, Taluka. Shirol, District. Kolhapur.",River,Krishna,Krishna,Kolhapur,Maharashtra,Maharashtra PCB,Monthly,None,No Information,NA,None,Clear,Less than 50cm,"Bathing,Washing,Fishing,Others",No,Clear,Odor Free,0,28,6.8,8.2,122,2.8,0.94,8.1,32,1.8(BDL),1(BDL),5(BDL),56,13.75,12,1.5(BDL),0.4,40.6,23,17.6,8.85,5(BDL),101,91,10(BDL),0.2(BDL),NA,1(BDL),0.36,NA,16°41.276’,74°36.055’
1904,45697,Sep,0.4375,"Panchaganga river at U/s of Kolhapur town near Balinga Pumping station, Village.Balinga, Taluka. Karvir, District. Kolhapur.",River,Panchganga,Panchganga,Kolhapur,Maharashtra,Maharashtra PCB,Monthly,None,No Information,NA,None,Clear,Less than 50cm,"Bathing,Washing,Fishing,Others",No,Clear,Odor Free,0,28,6.7,7.9,82,3,0.73,6.1,21,1.8(BDL),1(BDL),5(BDL),40,10.4,12,1.5(BDL),0.4,41.8,28.2,13.6,7.64,5(BDL),69,62,11,0.2(BDL),NA,1(BDL),0.25,NA,16°41.553',74°09.973'
1905,45697,Sep,0.322916667,"Panchaganga river at D/s of Kolhapur town at Gandhi nagar near NH.4 bridge and MIDC, Village. Uchegaon, Taluka. Kolhapur, District. Kolhapur.",River,Panchganga,Panchganga,Kolhapur,Maharashtra,Maharashtra PCB,Monthly,None,No Information,NA,None,Clear,Less than 50cm,"Bathing,Washing,Fishing,Others",No,Clear,Odor Free,0,28,6.7,8.1,84,3,0.63,8.2,33,1.8(BDL),1(BDL),5(BDL),44,11.4,12,1.5(BDL),0.4,30,18.8,11.2,6.5,5(BDL),65,58,11,0.2(BDL),NA,1(BDL),0.28,NA,16°42.697',74°16.822'
2163,45697,Sep,0.291666667,"Panchaganga river at Shirol near Shirol Intake well, Village. Shirol, Taluka. Shirol, District. Kolhapur.",River,Panchganga,Panchganga,Kolhapur,Maharashtra,Maharashtra PCB,Monthly,None,No Information,NA,None,Clear,Less than 50cm,"Bathing,Washing,Fishing,Others",No,Clear,Odor Free,0,28,6.7,8.3,173,3,1.02,8.3,27,1.8(BDL),1(BDL),5(BDL),50,13.1,16,1.5(BDL),0.4,42.4,22,20.4,7,5(BDL),131,118,12,0.2(BDL),0.5(BDL),1(BDL),0.41,NA,16º43.313',74º35.672'
1311,45697,Sep,0.184027778,"Panchaganga river at Ichalkaranji near MIDC  intake well. Village. Shiradhwad  (Ichalkaranji ghat), Taluka.Hatkanangale, District. Kolhapur.",River,Panchganga,Panchganga,Kolhapur,Maharashtra,Maharashtra PCB,Monthly,None,No Information,NA,None,Clear,Less than 50cm,"Bathing,Washing,Fishing,Others",No,Clear,Odor Free,0,28,6.7,7.3,111,2.8,0.67,6.8,25,1.8(BDL),1.1,5(BDL),56,9.75,12,1.5(BDL),0.4,44,34.2,9.8,7.13,5(BDL),87,78,12,0.2(BDL),NA,1(BDL),0.44,NA,16°39.950’,74°28.495’
5986,45697,Sep,0.489583333,"Bhogawati River water sample at Haldi KT Weir, Tal. Karveer, Dist. Kolhapur ",River,NA,NA,Kolhapur,Maharashtra,Maharashtra PCB,Monthly,None,No Information,NA,None,Clear,Less than 50cm,"Bathing,Washing,Fishing,Others",No,Clear,Odor Free,0,28,6.6,8.1,88,3,0.58,6.8,26,1.8(BDL),1(BDL),5(BDL),42,11.4,16,1.5(BDL),0.4,32.6,23.4,9.2,6.93,5(BDL),73,65,12,0.2(BDL),NA,1(BDL),0.32,NA,16.5833,74.15
5987,45697,Sep,0.194444444,"Panchaganga River, Terwad bandhara, Dist- Kolhapur",River,NA,NA,Kolhapur,Maharashtra,Maharashtra PCB,Monthly,None,No Information,NA,None,Clear,Less than 50cm,"Bathing,Washing,Fishing,Others",No,Clear,Odor Free,0,28,6.4,7.8,120,3,0.9,6.1,24,1.8(BDL),1(BDL),5(BDL),54,13.1,12,1.5(BDL),0.4,42.8,23.2,19.6,7.92,5(BDL),93,83,11,0.2(BDL),NA,1(BDL),0.36,NA,16.67253,74.572223
37,45725,Sep,0.5,"Krishna river at Maighat, Village. Gawali gally, Taluka. Miraj,  District. Sangli.",River,Krishna,Krishna,Sangli,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,No,Clear,Odor Free,0,25,6.4,8,340,3.2,1.74,8.2,32,1.8(BDL),1.2,5(BDL),126,27.29,12,1.5(BDL),0.4,111,60.8,50.2,6,9.78,252,224,10(BDL),0.2(BDL),NA,1(BDL),0.31,NA,16°51.710’,74°33.459 ’
1906,45725,Sep,0.166666667,"Krishna river at Walwa, D/s of Islampur near Vithal Temple, Village. Walwa, Taluka. Walwa, District. Sangli.",River,Krishna,Krishna,Sangli,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,No,Clear,Odor Free,0,25,6.7,8.3,2474,3,1.32,6.1,26,1.8(BDL),1.1,5(BDL),104,17.14,12,1.5(BDL),0.4,86.6,52.8,33.8,6.4,6.14,186,164,11,0.2(BDL),NA,1(BDL),0.26,NA,17°01.674,74°22.131'
5988,45725,Sep,0.135416667,"Krishna River at nagthane KT weir, nagthane, Tal-Walwa, Dist-Sangli",River,NA,NA,Sangli,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,No,Clear,Odor Free,0,25,6.6,8.2,2374,3,1.36,6.8,27,1.8(BDL),1(BDL),5(BDL),108,19.14,16,1.5(BDL),0.4,85.2,51.4,33.8,7.23,6.74,179,159,10(BDL),0.2(BDL),NA,1(BDL),0.2(BDL),NA,17.02545,74.39523
5989,45725,Sep,0.458333333,"Krishna River at krishna ghat, miraj Dist-Sangli",River,NA,NA,Sangli,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,No,muddish,Odor Free,0,25,6.6,8.1,2483,3,1.32,9.2,33,1.8(BDL),1(BDL),5(BDL),1040,18.69,16,1.5(BDL),0.4,86,52,34,6.65,6.81,188,169,10(BDL),0.2(BDL),NA,1(BDL),0.22,NA,16.78852,74.6315
5990,45725,Sep,0.479166667,"Krishna River at new haripur bridge, Tal- Miraj, Dist-Sangli",River,NA,NA,Sangli,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,No,Muddish,Odor Free,0,25,6.3,8,3325,3,1.73,8.1,32,1.8(BDL),1(BDL),5(BDL),1300,31.79,12,1.5(BDL),0.4,115.4,61.2,54.2,12.37,11.47,248,223,11,0.2(BDL),NA,1(BDL),0.2(BDL),NA,16.84793,74.53857
2164,45725,Sep,0.78125,"Vashishti river at U/s of Three M Paper Mills near M/s Multifilms Plastic  Pvt. Ltd ., Village. Kherdi, Taluka. Chiplun, District. Ratnagiri.",River,Vashisthi,Vashisthi,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,6.7,7.6,92,3,0.33,9.3,34,1.8(BDL),1(BDL),5(BDL),480,11,16,1.5(BDL),0.4,37.4,29.2,8.2,7.65,5(BDL),72,65,10(BDL),0.2(BDL),NA,1(BDL),0.2(BDL),NA,17°31.513’,73°33.057’
2713,45756,Sep,0.475694444,"Vashishti river at D/s of Three M Paper Mills near Chiplun water intake  jackwell,  Village. Kherdi, Taluka. Chiplun, District. Ratnagiri.",River,Vashisthi,Vashisthi,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,6.7,7.5,87,3.2,NA,6.1,24,1.8(BDL),1(BDL),5(BDL),54,7,16,1.5(BDL),0.4,38,26.6,11.4,6,5(BDL),66,59,11,0.2(BDL),NA,1(BDL),BDL,NA,17° 39.567’,73° 32.357’
2714,45725,Sep,0.333333333,"Vashishti river at U/s of Pophali near Konphansawane bridge, Village. Pophali, Taluka. Chiplun, District. Ratnagiri.",River,Vashisthi,Vashisthi,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,6.7,7.6,67,3,0.32,6,21,1.8(BDL),1(BDL),5(BDL),380,7.85,16,1.5(BDL),0.44,25.8,18.8,7,7.71,5(BDL),57,51,11,0.2(BDL),NA,1(BDL),0.26,NA,17° 26.266’,73° 39.420’
2804,45725,Sep,0.729166667,"Karambavane creek at Chiplun, Village. Karambavane, Taluka. Chiplun, District. Ratnagiri.",Creek,Karambavane,Karambavane,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,6.6,7.6,102,2.8,0.33,6,21,1.8(BDL),1(BDL),5(BDL),46,12.85,12,1.5(BDL),0.4,31.4,14.6,16.8,7.75,5(BDL),82,74,10(BDL),0.2(BDL),NA,1(BDL),0.2(BDL),NA,17° 34.867’,73° 25.913’
2676,45725,Sep,0.520833333,"Muchkundi river at Waked, Ratnagiri, near M/s Asahi India Glass Ltd., Village. Waked, Taluka. Lanja, District. Ratnagiri.",River,Muchkundi,Muchkundi,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,None,C (Drinking water source),NA,None,Clear,50-100cm,Idol Emersion Wading,Yes,Clear,Odor Free,0,26,6.8,7.3,86,3,0.33,6.8,27,1.8(BDL),1.2,5(BDL),38,13.35,16,1.5(BDL),0.4,29,20,9,8.45,5(BDL),69,60,12,0.2(BDL),0.5(BDL),1(BDL),0.36,NA,16° 46.450’,73° 34.968’
2813,45725,Sep,0.329861111,"Sea Water at Ganapathipule, Village. Ganapatipule, Taluka. Ratnagiri,  District. Ratnagiri.",Sea,Ganptipule,Ganptipule,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,None,B (Outdoor bathing(Organized)),NA,None,Clear,50-100cm,"Bathing,Fishing,Boating,Tourism Spot,Idol Emersion Wading",Yes,Clear,None,0,26,5.8,8,40300,14,0.63,14,94,NA,1(BDL),12,110,18019.41,284,1.68,0.4,4260,800,3460,1346.5,6458,36421,32770,13,0.2(BDL),NA,200,1.1,NA,17° 08.721’,73° 15.930’
2814,45725,Sep,0.440972222,"Sea water at Bhagwati Bunder, Ratnagiri near Ultra Tech Cement Jetty , Village. Mirkarwada, Taluka. Ratnagiri, District. Ratnagiri.",Sea,Bhagwati Bundar,Bhagwati Bundar,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,00:00:00,B (Outdoor bathing(Organized)),NA,Muncipal Sewage,Clear,50-100cm,"Bathing,Fishing,Boating,Tourism Spot,Idol Emersion Wading",Yes,Clear,Odor Free,0,25,5.8,8,40340,16,0.59,17,110,NA,1(BDL),10,114,17969.43,224,1.5(BDL),0.4,4230,805,3425,1234.5,6342,36528,32870,13,0.2(BDL),NA,196,1.25,NA,16° 59.932’,73° 16.349’
2815,45725,Sep,0.427083333,"Madvi sea water at Ratnagiri near Jodhale Maruti Temple,  Village. Madvigaon, Taluka. Ratnagiri, District. Ratnagiri.",Sea,Mandvi,Mandvi,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,B (Outdoor bathing(Organized)),NA,Muncipal Sewage,Clear,Less than 50cm,"Bathing,Fishing,Boating,Tourism Spot,Idol Emersion Wading",Yes,Clear,Odor Free,0,25,6.7,7.3,872,3,0.56,8.3,39,NA,1(BDL),5(BDL),44,207.14,20,1.5(BDL),0.4,75.8,31.6,44.19,7.46,74.2,642,578,11,0.2(BDL),NA,2.29,0.7,NA,16° 59.312’,73° 17.055’
2790,45725,Sep,0.451388889,"Pimpal.Paneri nalla at Ratnagiri near Finolex Industries, Village. Yahganigaon, Taluka. Ratnagiri, District. Ratnagiri.",Nala,Pimpal Paneri,Pimpal Paneri,Ratnagiri,Maharashtra,Maharashtra PCB,Monthly,None,No Information,NA,None,Clear,NO Information,Others,Yes,Clear,Odor Free,0,26,6.7,7,263,3,0.84,6.1,26,1.8(BDL),1(BDL),5(BDL),54,55.73,12,1.5(BDL),0.4,54.4,40,14.4,7.54,19.7,198,178,11,0.2(BDL),0.5(BDL),1(BDL),0.32,NA,16° 55.175’,73° 17.944’
2199,45725,Sep,0.482638889,"Savitri river at Ovale village, Village. Ovale, Taluka. Mahad, District. Raigad.",River,Savitri,Savitri,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Fishing,Yes,Clear,None,0,28,6.7,7.5,150,2.8,0.65,6.1,26,1.8(BDL),1(BDL),5(BDL),50,21.44,16,1.5(BDL),0.4,46.4,24,22.4,6.39,7.68,114,99,10(BDL),0.2(BDL),NA,1(BDL),0.35,NA,18°04.239’,73°19.942’
2701,45725,Sep,0.583333333,"Savitri river Jackwell at Upsa kendre , Village. Nangalwadi, Taluka. Mahad, District. Raigad.",River,Savitri,Savitri,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Washing,Fishing",Yes,Clear,None,0,28,6.7,7.6,85,3.2,0.43,6.8,31,1.8(BDL),1(BDL),5(BDL),42,7.8,16,1.5(BDL),0.4,38.2,18,20.2,7.77,5(BDL),72,63,10(BDL),0.2(BDL),NA,1(BDL),0.35,NA,18° 05.515’,73° 27.943’
2702,45725,Sep,0.559027778,"Savitri river at Shedav Dov, Village. Shedav Dov, Taluka. Mahad, District. Raigad.",River,Savitri,Savitri,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Washing,Fishing",Yes,Clear,None,0,28,6.5,7.6,94,3,0.4,9.2,39,1.8(BDL),1(BDL),5(BDL),46,10.15,12,1.5(BDL),0.44,35,20,15,8.13,5(BDL),77,66,10(BDL),0.2(BDL),NA,1(BDL),0.23,NA,18° 05.177’,73° 26.613’
2703,45725,Sep,0.541666667,"Savitri river at Dadli road bridge, Village. Dadli, Taluka. Mahad, District. Raigad.",River,Savitri,Savitri,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Washing,Fishing",Yes,Clear,None,0,28,6.7,7.4,99,3,0.42,8.2,31,1.8(BDL),1(BDL),5(BDL),46,12.55,12,1.5(BDL),0.4,38.4,20,18.2,7.01,5(BDL),79,69,11,0.2(BDL),NA,1(BDL),0.26,NA,18° 04.455’,73° 25.237’
2704,45725,Sep,0.517361111,"Savitri river at Muthavali village,  Village. Muthavali, Taluka. Mahad, District. Raigad.",River,Savitri,Savitri,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Fishing,Yes,Clear,None,0,28,6.7,7.5,91,3.2,0.3(BDL),8.1,33,1.8(BDL),1(BDL),5(BDL),46,11.35,16,1.5(BDL),0.4,42,19.6,22.4,7.65,5(BDL),75,64,11,0.2(BDL),NA,1(BDL),0.31,NA,18° 04.317’,73° 23.647’
5996,45909,Sep,0.503472222,"Ulhas river neral, Tal- Karjat, Dist- Raigad",River,NA,NA,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Bathing,Washing,Gardening,Others",Yes,Clear,None,0,29,6.8,7.6,129,2.8,0.3(BDL),1.8(BDL),94,1.8(BDL),1(BDL),5(BDL),62,9.5,20,1.5(BDL),0.4,70,32,38,5(BDL),5.5,109,89,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,18.73856,73.32371
5997,45878,Sep,0.774305556,"Kundalika river , kolad, Dist- Raigad",River,NA,NA,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Bathing,Washing,Gardening,Others",Yes,Clear,None,0,29,7.2,7.8,75,3,0.3(BDL),6.3,280,1.8(BDL),1(BDL),5(BDL),36,8.5,16,1.5(BDL),0.4,40,20,20,5(BDL),5(BDL),63,53,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,18.411402,73.2122
2165,45909,Sep,0.5,"Sea water at Gateway of India, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea, Gate Way of India, Gate Way of India,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0,28,4.3,7.8,36370,13,1.1,170,920,NA,1.04,5(BDL),118,14895.38,228,2.24,0.4,5080,760,4320,2490,7459,34050,28942,18,0.2(BDL),0.5(BDL),211.8,0.61,NA,18°55.348’,72°50.081’
2166,45909,Sep,0.5625,"Sea water at Charni road choupathy, Village. Girgaon, Taluka. Mumbai, District. Mumbai.",Sea,Churni Road,Churni Road,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0,28,4.6,8.1,36290,13,1.09,220,920,NA,1(BDL),5(BDL),120,15395.23,212,2.24,0.4,6240,840,5400,2068,7537,32847,27294,24,0.2(BDL),0.5(BDL),209.45,0.61,NA,18°56.977’,72°49.127’
2167,45939,Sep,0.458333333,"Sea water at Worli seaface, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,Worli Seaface,Worli Seaface,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0,28,4.6,7.7,35940,13,1.13,350,1600,NA,1(BDL),5(BDL),112,15395.23,208,2.24,0.4,5160,720,4440,1988,6287,32549,27050,26,0.2(BDL),0.5(BDL),201.3,0.64,NA,18°59.820’,72°48.722’
1318,45939,Sep,0.416666667,"Mahim creek at Mahim Bay, Village. Mahim, Taluka. Mumbai, District. Mumbai.",Creek,Mahim Creek,Mahim Creek,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0,28,4.7,7.7,36380,13.5,1.06,540,1600,NA,1(BDL),5(BDL),114,15595.16,208,2.24,0.4,5040,800,4240,1900,7686,32923,27357,35,0.2(BDL),0.5(BDL),210.35,0.65,NA,19° 02’,72° 48’
2811,45939,Sep,0.4375,"Sea water at Shivaji park ( Dadar choupathy), Village. Dadar, Taluka.Dadar,  District. Mumbai.",Sea,Shivaji Park ,Shivaji Park ,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0,28,4.6,7.8,35830,13,1.17,280,1600,NA,1.15,5(BDL),118,14395.54,192,2.24,0.4,4960,800,4160,1920,7186,32456,26974,26,0.2(BDL),0.5(BDL),173.05,0.61,NA,19° 01.570’,72° 50.069’
