STN Code,Sampling Date,Month,Sampling Time,Stn Name,Type Water Body,Name Of Water Body,River Basin,District,State Name,Mon Agency,Frequency,Major Polluting Sources,Use Based Class, Use of Water in Down Stream, Visibility Effluent Discharge,Weather,Approx Depth,Human Activities,Floating Matter,Color,Odor,Flow,Temperature,Dissolved O2,pH,Conductivity,BOD,Nitrate N,Fecal Coliform,Total Coliform,Fecal Streptococci,Turbidity,Phenophelene Alkanity,Total Alkalinity,Chlorides,COD,Total Kjeldahl N,Amonia N,Hardness CaCo3,Calcium CaCo3,Magnesium CaCo3,Sulphate,Sodium,Total Dissolved Solids,Total Fixed Solids,Total Suspended Solids,Phosphate,Boron,Potassium,Flouride,Remark,latitude,longitude
2708,09-08-2025,Sep,13:50:00,"Surya river at intake of Vasai.Virar water Scheme, Village. Masvan, Taluka. Palghar, District. Thane.",River,Surya ,Surya ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,26,7.2,7.7,141,2.8,0.3(BDL),1.8(BDL),38,1.8(BDL),1(BDL),5(BDL),48,13.5,20,1.5(BDL),0.4,50,32,18,8.7,6.88,120,98,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,19° 41.862’,72° 51.060’
2801,09-08-2025,Sep,11:25:00,"Savta Creek, Village. Savta, Taluka. Dahanu, District. Thane.",Creek,Savta ,Savta ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Light Brown,None,0,26,4.5,8.1,2196,9,0.31,220,920,NA,1(BDL),5(BDL),64,644.8,84,1.5(BDL),0.4,320,106,214,112.72,313.3,1867,1531,14,0.2(BDL),0.5(BDL),14.7,0.2(BDL),NA,19° 57.905’,72° 46.792’
2802,09-08-2025,Sep,10:50:00,"Dahanu Creek at Dahanu Fort, Village. Danugaon, Taluka. Dahanu, District. Thane.",Creek,Dahanu ,Dahanu ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Light Brown,None,0,26,4.4,8.3,2406,8,0.31,280,920,NA,1(BDL),5(BDL),124,539.83,76,1.5(BDL),0.4,354,116,238,112.4,265.7,2045,1677,16,0.2(BDL),0.5(BDL),20.1,0.2(BDL),NA,19° 58.312’,72° 43.132’
1092,09-01-2025,Sep,14:06:00,"Kalu river at Atale village, Village. Atale, Taluka. Kalyan, District. Thane.",River,Kalu ,Kalu ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,5,27,7.2,7.8,125,3,0.32,11,350,1.8(BDL),1(BDL),5(BDL),60,7,16,1.5(BDL),0.4,56,34,22,5(BDL),5(BDL),107,88,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,19° 27’,73° 10’
2791,09-01-2025,Sep,13:07:00,"Ulhas creek at Reti bunder at D/s of Kalyan. Bhiwandi bridge, Village. Kalyan, Taluka. Kalyan, District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,5,27,5.2,7.4,226,8,2.32,170,920,NA,1(BDL),5(BDL),90,17.49,36,4.48,2.32,86,50,36,8.9,8.7,192,158,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,19° 15.71’,73° 07.043’
1093,09-03-2025,Sep,09:00:00,"Ulhas river at U/s of NRC Bund, Village. Mohane, Taluka. Kalyan, District. Thane.",River,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,None,No Information,NA,None,Clear,Greater than 100cm,Others,No,Clear,Odor Free,0,28,7.1,7.6,158,3.4,0.32,4,130,1.8(BDL),1(BDL),5(BDL),68,7.5,16,1.5(BDL),0.4,70,38,32,6.23,5(BDL),134,110,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,19° 15’,73° 15’
2162,09-03-2025,Sep,14:00:00,"Ulhas river at Jambhul water works, Village. Jambhul, Taluka. Ambernath, District. Thane.",River,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,None,No Information,NA,None,Clear,Greater than 100cm,Others,No,Clear,Odor Free,0,28,7.4,7.7,150,2.8,0.36,1.8(BDL),79,1.8(BDL),1(BDL),5(BDL),68,8.5,28,1.5(BDL),0.4,64,38,26,5.36,5(BDL),128,105,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,19°12.012’,73°13.612’
1094,09-03-2025,Sep,13:00:00,"Ulhas river at U/s of Badlapur water works, Village. Kulgaon, Taluka. Ambernath, District. Thane.",River,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,None,No Information,NA,None,Clear,Greater than 100cm,Others,Yes,Clear,Odor Free,0,28,6.8,7.6,149,2.8,0.35,1.8(BDL),84,1.8(BDL),1(BDL),5(BDL),64,8.5,16,1.5(BDL),0.4,68,38,30,5(BDL),5(BDL),127,104,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,19°08.969’,73°15.205 ’
2653,09-10-2025,Sep,11:00:00,"Bhatsa River at D/s of Liberty Oil Mills, Satnel, Shahapur, Thane.",River,Bhatsa river,Bhatsa ,Thane,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),NA,None,Clear,50-100cm,Others,No,Clear,Odor Free,0,26,7.4,7.9,159,3,0.31,94,540,1.8(BDL),1(BDL),5(BDL),76,10,12,1.5(BDL),0.4,72,40,32,5(BDL),5.27,135,111,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,19° 26.874’,73° 20.964’
2654,09-10-2025,Sep,11:30:00,"Bhatsa River at U/s of Liberty Oil Mills, Satnel, Shahapur, Thane.",River,Bhatsa river,Bhatsa ,Thane,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),NA,None,Clear,50-100cm,Others,No,Clear,Odor Free,0,26,7.4,7.9,158,2.8,0.3(BDL),94,430,1.8(BDL),1(BDL),5(BDL),78,9,20,1.5(BDL),0.4,70,40,30,5(BDL),5(BDL),134,110,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,19° 27.011’,73° 21.270’
2709,09-10-2025,Sep,14:00:00,"Tansa river near road bridge, Village. Dakewali, Taluka. Wada, District. Thane.",River,Tansa ,Tansa ,Thane,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),NA,None,Clear,50-100cm,Others,No,Clear,Odor Free,0,27,7.2,7.8,159,3,0.32,6,110,1.8(BDL),1(BDL),5(BDL),78,10,12,1.5(BDL),0.4,74,40,34,5(BDL),5.45,135,111,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,19° 29.111’,73° 04.944’
2712,09-10-2025,Sep,14:00:00,"Vaitarna river near road bridge, Village. Gandhare, Taluka. Wada, District. Thane.",River,Vaitarna ,Vaitarna ,Thane,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),NA,None,Clear,50-100cm,Others,No,Clear,Odor Free,0,24,7.3,7.8,158,3,0.31,6,94,1.8(BDL),1(BDL),5(BDL),74,9,12,1.5(BDL),0.4,72,38,34,5(BDL),5(BDL),134,110,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,19° 37.957’,73° 07.799’
1461,09-10-2025,Sep,14:00:00,"Bhatsa river at D/s of Pise Dam, Village. Pise, Taluka. Bhiwandi, District. Thane.",River,Bhatsa ,Bhatsa ,Thane,Maharashtra,Maharashtra PCB,Monthly,None,No Information,NA,None,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0,30,6.6,7.7,156,3,0.44,1.8(BDL),94,1.8(BDL),1(BDL),5(BDL),76,9.5,20,1.5(BDL),0.4,80,40,40,5.32,5.35,133,109,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,19°18.919',73°10.991 '
2185,09-02-2025,Sep,11:00:00,Vashi Creek at Vashi Bridge,Creek,Vashi Creek,NA,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Fishing,Yes,Clear,None,1,28,4.4,7.6,927,9,0.7,94,540,NA,1(BDL),5(BDL),98,215.93,68,3.36,1.02,162,76,86,49.6,88.69,788,646,18,0.2(BDL),0.5(BDL),7.82,0.2(BDL),NA,19°03.832’,72°58.682’
2184,09-01-2025,Sep,04:34:00,Vashi Creek at Airoli Bridge,Creek,Vashi Creek,NA,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,28,4.1,7.5,1103,9,0.62,110,540,NA,1.52,5(BDL),146,245.92,72,5.6,3.05,182,88,94,34.36,82.58,938,769,22,0.2(BDL),0.5(BDL),8.53,0.2(BDL),NA,19°08.997’,72°59.031’
5793,09-01-2025,Sep,04:33:00,Thane creek Flamingo Sanctuary,Creek,NA,NA,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,28,4.1,7.4,1117,10,0.67,110,430,NA,1.57,5(BDL),150,245.92,76,5.6,3.05,182,90,92,34.82,146.82,949,779,21,0.2(BDL),0.5(BDL),6.92,0.22,NA,19.148643,72.98188
1151,09-04-2025,Sep,12:10:00,"Patalganga river at Shilphata bridge, Village.Khopoli,Taluka. Khalapur, District. Raigad.",River,Patalganga ,Patalganga ,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,27,6.9,7.4,140,3.2,0.42,70,540,6,1(BDL),5(BDL),56,8,12,1.5(BDL),0.4,68,30,38,6.5,5(BDL),118,97,12,0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,18°48.075 ’,73°19.391’
1462,09-04-2025,Sep,15:25:00,"Patalganga river near intake of MIDC water works  (Turade w/w). Village. Turade, Taluka. Khalapur, District. Raigad.",River,Patalganga ,Patalganga ,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,27,7.3,7.5,146,3,0.36,9.3,170,1.8(BDL),1(BDL),5(BDL),58,8.5,12,1.5(BDL),0.4,62,34,28,6.79,5.04,124,102,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,18°53.222',73°10.761 '
2685,09-04-2025,Sep,16:20:00,"Patalganga river at D/s of Kharpada bridge , Village. Kharpada, Taluka. Khalapur, District. Raigad.",River,Patalganga ,Patalganga ,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,27,7.3,7.4,162,2.8,0.71,46,350,6,1(BDL),5(BDL),64,10.5,8,1.5(BDL),0.4,68,36,32,9.11,6.6,137,112,14,0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,18° 50.259’,73° 05.339’
2686,09-04-2025,Sep,15:05:00,"Patalganga river at Vyal Pump house,  Village. Vyal,  Taluka. Khalapur, District. Raigad.",River,Patalganga ,Patalganga ,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,28,6.9,7.5,140,2.8,0.34,14,220,1.8(BDL),1(BDL),5(BDL),54,8,12,1.5(BDL),0.4,60,32,28,6.03,5(BDL),118,97,12,0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,18° 52.275’,73° 12.475’
2687,09-04-2025,Sep,14:25:00,"Patalganga river at Khalapur pumping station, Village. Khalapur, Taluka. Khalapur, District. Raigad.",River,Patalganga ,Patalganga ,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,28,6.9,7.5,160,2.8,0.67,9.3,280,1.8(BDL),1(BDL),5(BDL),62,11,12,2.24,0.4,70,36,34,8.71,5(BDL),136,112,12,0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,18° 49.504’,73° 17.000’
2688,09-04-2025,Sep,14:15:00,"Patalganga river at Savroli bridge, Village. Savroli,Taluka. Khalapur,District. Raigad.",River,Patalganga ,Patalganga ,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,27,6.7,7.4,159,4,0.68,40,540,6.3,1(BDL),5(BDL),62,11,16,2.24,0.4,72,36,36,8.57,5(BDL),135,111,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,18° 49.020’,73° 17.201’
2689,09-04-2025,Sep,12:35:00,"Patalganga river at Gagangiri Maharaj Temple, Village. Khopoli, Taluka. Khalapur, District. Raigad.",River,Patalganga ,Patalganga ,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,27,7.2,7.7,61,3,0.3(BDL),6,220,1.8(BDL),1(BDL),5(BDL),22,7,16,1.5(BDL),0.4,26,12,14,5(BDL),5(BDL),58,52,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,18° 47.216’,73° 21.164’
2803,09-04-2025,Sep,17:05:00,"Panvel creek at Kopra bridge, Village. Kopra,Taluka. Panvel, District. Raigad.",Creek,Panvel ,Panvel ,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,27,6.1,7.3,161,4.6,0.71,130,540,NA,1(BDL),5(BDL),62,12,16,2.24,0.4,72,36,36,9.8,5.18,137,112,28,0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,19° 02.053’,73° 04.997’
1152,09-08-2025,Sep,17:10:00,"Kundalika river at Roha bridge,  Village.Roha, Taluka. Roha, District. Raigad.",River,Kundalika,Kundalika,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Bathing,Washing,Gardening,Others",Yes,Clear,None,0,30,7,7.3,133,2.8,0.3(BDL),70,350,6,1(BDL),5(BDL),42,17.49,12,1.5(BDL),0.4,44,22,22,7.73,9.28,112,92,11,0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,18°26.444 ’,73°07.245’
2198,09-08-2025,Sep,17:25:00,"Kundalika river at Are Khurd (Saline zone), Village.Arekhurd,Taluka. Roha, District. Raigad.",River,Kundalika,Kundalika,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Bathing,Washing,Gardening,Others",Yes,Clear,None,0,29,7,7.4,133,3.2,0.3(BDL),140,540,9.3,1(BDL),5(BDL),54,16.99,16,1.5(BDL),0.4,48,26,22,5.24,9.82,112,92,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,18°28.941’,73°02.911’
2671,09-08-2025,Sep,12:50:00,"Kundalika river near Salav bridge (Saline zone), Village.Salav, Taluka. Roha, District. Raigad.",River,Kundalika,Kundalika,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Bathing,Washing,Gardening,Others",Yes,Clear,None,0,30,4.5,7.72,23430,8,0.59,140,920,9.3,3.38,5(BDL),100,10796.65,64,2.24,0.4,3080,520,2560,1445,4005.5,21017,19324,54,0.2(BDL),0.5(BDL),156.8,0.44,NA,18° 32.327’,72°56.119 ’
2672,09-08-2025,Sep,15:25:00,"Kundalika river at Dhatav at Jackwell , Village. Dhatav,Taluka. Roha, District. Raigad.",River,Kundalika,Kundalika,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Bathing,Washing,Gardening,Others",Yes,Clear,None,0,29,7.4,7.5,83,2.8,0.3(BDL),17,280,1.8(BDL),1(BDL),5(BDL),34,10.5,12,1.5(BDL),0.4,44,18,26,5(BDL),5(BDL),71,58,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,18° 25.819’,73° 09.819’
2651,09-08-2025,Sep,19:00:00,"Amba river at D/s of Waken bridge, Village. Waken phata, Taluka. Roha, District. Raigad. ( u/s of the jackwells of M/s Supreme Petrochemicals & MIDC )",River,Kundalika,Kundalika,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Bathing,Washing,Gardening,Others",Yes,Clear,None,0,29,6.8,7.8,114,3.8,0.3(BDL),33,280,1.8(BDL),1(BDL),5(BDL),50,9,16,1.5(BDL),0.4,54,24,30,5(BDL),5(BDL),97,79,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,18° 31.150’,73° 09.434’
2695,09-02-2025,Sep,15:00:00,"Pedhi river near road bridge at Dadhi. Pedhi village, Village. Dadhi. Pedhi, Taluka. Bhatkuli, District. Amravati.",River,Pedhi ,Pedhi ,Amravati,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,"E (Irrigation, industrial cooling and controlled waste)",NA,None,Clear,50-100cm,"Bathing,Washing",No,Clear,None,0.5,25,5,7.3,1990,3.8,0.78,49,70,1.8(BDL),11,5(BDL),357,15.5,24,5.04,3.23,1309,1176,133,665,25.5,1699,1461,11,0.2(BDL),0.5(BDL),5.4,ND,NA,20° 49.532’,77° 33.783’
2700,09-02-2025,Sep,18:00:00,"Purna river near Achalpur. Amravati road bridge, Asegaon, Village. Asegaon,Taluka. Chandur Bazar, District. Amravati.",River,Purna ,Purna ,Amravati,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,"E (Irrigation, industrial cooling and controlled waste)",NA,None,Clear,50-100cm,"Bathing,Washing",No,Clear,None,0.5,25,6,8.1,485,4,1.13,7.8,13,1.8(BDL),15,5(BDL),126,14,20,1.68,0.47,243.2,148.6,94.6,126.96,11.3,384,330,10(BDL),ND,0.5(BDL),2.9,ND,NA,20° 54.396’,77° 36.817’
5993,09-02-2025,Sep,17:00:00,Chandrabhaga river at chandur jahanpur thesil daryapur Dist- Amravati,River,NA,NA,Amravati,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,"E (Irrigation, industrial cooling and controlled waste)",NA,None,Clear,50-100cm,"Bathing,Washing",No,Clear,Odor Free,0.5,25,5.5,7.4,2812,3.6,0.58,110,350,1.8(BDL),14,5(BDL),331,30.49,16,7.28,5.63,2108,1639,469,1231,33.1,2300,1978,18,0.2(BDL),0.5(BDL),6.6,ND,NA,20.941,77.338
5994,09-02-2025,Sep,16:00:00,"Purna river at Kolhapur Tal- Daryapur, Dist- Amravati",River,NA,NA,Amravati,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,"E (Irrigation, industrial cooling and controlled waste)",NA,None,Clear,50-100cm,"Bathing,Washing",No,Clear,Odor Free,0.5,25,6.4,7.5,1804,3.9,0.82,70,140,1.8(BDL),5.2,5(BDL),357,14,16,2.8,1.43,1187,1034,153,694.6,33.2,1430,1204,14,0.2(BDL),0.5(BDL),5.7,ND,NA,20.944,77.502
5978,09-02-2025,Sep,14:45:00,"Penganga river at washim- risod road bridge, village asegaonpen, Tal-risod, dist- washim",River,NA,NA,Amravati,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,"E (Irrigation, industrial cooling and controlled waste)",NA,Industrial,Clear,50-100cm,"Bathing,Washing",No,Clear,Odor Free,0.5,25,6,8.1,393,4.2,3.94,140,280,1.8(BDL),340,187.8,187.8,17.49,24,2.24,0.69,155,115.4,39.6,17.9,24.6,260,223,230,0.2(BDL),0.5(BDL),3.4,0,NA,20.0338238,76.9576
1913,09-01-2025,Sep,04:25:00,"Purna River at Dhupeshwar at u/s of Malkapur water works, Malkapur, Dist.Akola",River,Purna ,Purna ,Akola,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),NA,None,Clear,Less than 50cm,Others,Yes,Clear,None,5,23,6,8.2,384,6.8,2.99,49,79,1.8(BDL),6.5,5(BDL),180,32.49,24,1.68,0.63,162.8,104,58.8,18.82,28.7,271,233,217,0.2(BDL),0.5(BDL),3.2,0.2(BDL),NA,"20  ?09.010'N,","76  ? 33.625' E,"
2155,09-03-2025,Sep,12:10:00,"Purna river at D/s of confluence of Morna and Purna, at Andura Village, Village. Andura, Taluka. Balapur, District. Akola.",River,Morna ,Morna ,Akola,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),NA,None,Clear,Less than 50cm,Others,Yes,Clear,None,5,23,5.7,8,324,5,2.31,79,170,1.8(BDL),210,5(BDL),159,13,20,3.36,1.68,150,75.2,74.8,23.64,24.3,217,187,698,0.2(BDL),0.5(BDL),2.8,ND,NA,20  ?53.200N,76  ?51.364 E
2675,09-03-2025,Sep,10:45:00,Morna River D/s of Railway Bridge Akola ,River,Morna ,Morna ,Akola,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),NA,None,Clear,Less than 50cm,Others,Yes,Clear,None,4,25,5.4,7.6,3667,5.1,2.09,140,280,BDL,21,5(BDL),169,13,24,1.68,0.4,182.4,100.2,82.2,20.2,17.6,234,201,10(BDL),2.8,0.5(BDL),1(BDL),ND,NA,20° 09.016’,77° 33.622’
2699,09-01-2025,Sep,09:40:00,Penganga River at Mehkar .Buldana Bridge.Akola,River,Penganga ,Penganga ,Akola,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),NA,None,Clear,Less than 50cm,Others,Yes,Clear,None,4,22,6.8,8.7,472,3.5,5.62,170,220,1.8(BDL),5.5,13.6,197,40.99,12,2.24,0.6,199.4,147.2,52.2,27.4,27.4,337,290,11,0.2(BDL),0.5(BDL),3.7,0.2(BDL),NA,20  ?09.010' N,"76  ? 33.625' E,"
5792,09-01-2025,Sep,10:40:00,"Lonar surovar lake, near kamalja devi temple. Tal- lonar Dist- Buldhana",Lake,NA,NA,Akola,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),NA,None,Clear,Less than 50cm,Others,Yes,Clear,None,5,23,5,9.5,7171,44,2.41,2,4.5,1.8(BDL),24,510,1471,154.95,184,2.24,0.79,148.8,52.8,96,101.16,1812.5,4076,3505,32,ND,0.5(BDL),5.8,0.2(BDL),NA,19.9719,76.50603
1908,09-08-2025,Sep,13:20:00,"Kolar river before confluence with Kanhan river at Waregaon Bridge, Village. Waregaon, Taluka.Kamptee, District.Nagpur.",River,Kanhan ,Kanhan ,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",NA,None,Clear,Less than 50cm,"Bathing,Washing,Fishing",Yes,Clear,None,0,25,5.8,8.4,591,4,2.67,140,280,1.8(BDL),11,15.8,208,37.99,16,2.24,0.89,270.8,148.6,122.2,19.26,38,378,325,12,0.2(BDL),0.5(BDL),3.22,0.2(BDL),NA,21° 13',79° 12'
2170,09-08-2025,Sep,13:45:00,"Kanhan river at U/s of M/s Vidarbha Paper Mills, Village. Sinora, Taluka. Parseoni, District. Nagpur.",River,Kanhan ,Kanhan ,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",NA,None,Clear,Less than 50cm,"Bathing,Washing,Fishing",Yes,Clear,None,0,25,6.2,8.4,439,3.4,3.02,110,220,1.8(BDL),27,15.2,215,41.49,12,2.8,1.05,210,65.2,144.8,17.5,24.5,344,296,35,0.2(BDL),0.5(BDL),2.2,0.2(BDL),NA,21°12.679’,79°14.127’
2171,09-08-2025,Sep,14:10:00,"Kanhan river at D/s of M/s Vidarbha Paper Mills,  Village. Sinora, Taluka. Parseoni, District. Nagpur.",River,Kanhan ,Kanhan ,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",NA,None,Clear,Less than 50cm,"Bathing,Washing,Fishing",Yes,Clear,None,0,25,6.1,8.4,435,3.6,3.26,140,280,1.8(BDL),30,16.2,220,13.5,12,2.8,1.05,217.2,92.6,124.6,21.06,62.6,340,292,31,0.2(BDL),0.5(BDL),10,0.2(BDL),NA,21°12.575’,79°14.203’
1315,09-02-2025,Sep,14:10:00,"Wardha river at Pulgaon Railway Bridge, Village. Pulgaon,Taluka . Wardha, District. Wardha.",River,Wardha ,Wardha ,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",NA,None,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,20,7.3,8.4,344,4,1.65,79,170,1.8(BDL),75,16.4,185,14,16,1.68,0.41,169.8,95.2,74.6,15.39,24.4,240,206,31,0.2(BDL),0.5(BDL),2.8,0.2(BDL),NA,20° 30’,78° 20’
1909,09-03-2025,Sep,16:05:00,"Kanhan river at D/s of Nagpur, Village. Agargaon, Taluka. Kuhi, District. Nagpur.",River,Kanhan ,Kanhan ,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",NA,None,Clear,Less than 50cm,"Bathing,Washing,Fishing",Yes,Clear,None,0,20,3.4,7.4,385,11.4,3.11,110,220,1.8(BDL),650,5(BDL),179,17.99,40,2.8,1.37,191.8,125.2,66.6,27.12,25.3,262,225,116,0.21,0.5(BDL),4.2,0.2(BDL),NA,21° 15',79° 08'
1910,09-03-2025,Sep,17:15:00,"Wainganga river after confluence with Kanhan river, Village. Ambhora,Taluka. Kuhi, District. Nagpur.",River,Kanhan ,Kanhan ,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",NA,None,Clear,Less than 50cm,"Bathing,Washing,Fishing",Yes,Clear,None,0,20,5.9,7.4,220,4.1,1.02,220,920,1.8(BDL),55,5(BDL),109,11.5,20,1.68,0.47,112.6,71.2,41.4,14.6,12.2,150,129,21,0.22,0.5(BDL),2.2,0.2(BDL),NA,21° 16',79° 10'
