STN Code,Sampling Date,Month,Sampling Time,Stn Name,Type Water Body,Name Of Water Body,River Basin,District,State Name,Mon Agency,Frequency,Major Polluting Sources,Use Based Class, Use of Water in Down Stream, Visibility Effluent Discharge,Weather,Approx Depth,Human Activities,Floating Matter,Color,Odor,Flow,Temperature,Dissolved O2,pH,Conductivity,BOD,Nitrate N,Fecal Coliform,Total Coliform,Fecal Streptococci,Turbidity,Phenophelene Alkanity,Total Alkalinity,Chlorides,COD,Total Kjeldahl N,Amonia N,Hardness CaCo3,Calcium CaCo3,Magnesium CaCo3,Sulphate,Sodium,Total Dissolved Solids,Total Fixed Solids,Total Suspended Solids,Phosphate,Boron,Potassium,Flouride,Remark,latitude,longitude
2722,09-02-2025,Sep,16:20:00,"Wena river at U/s of Mohata Mills, near Railway bridge on Wardha – Chandrapur Railway line, Village. Hinganghat, Taluka. Hinganghat, District. Wardha.",River,Wena,Wena,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",NA,None,Clear,Less than 50cm,"Bathing,Washing,Fishing",Yes,Clear,None,0,20,5.8,7.9,308,5,2.48,70,140,1.8(BDL),450,5(BDL),152,29.99,20,2.24,0.62,158.6,107.6,51,19.61,17.1,251,216,189,0.2(BDL),0.5(BDL),2.7,0.2(BDL),NA,20° 57.008’,79° 00.756’
2723,09-02-2025,Sep,16:30:00,"Wena river at D/s of Mohata Mills, near  bridge on Hinganghat. Wadner road,  Village. Hinganghat, Taluka. Hinganghat,  District. Wardha.",River,Wena,Wena,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",NA,None,Clear,Less than 50cm,"Bathing,Washing,Fishing",Yes,Clear,None,0,20,5.4,8,304,6,2.14,220,350,1.8(BDL),700,5(BDL),156,13,24,1.68,0.5,139.2,97.6,41.6,18.15,17,210,180,164,0.2(BDL),0.5(BDL),2.6,0.2(BDL),NA,20° 32.655’,78° 48.714’
5979,09-08-2025,Sep,18:10:00,"Nag river near ambazari lake, Dist- Nagpur",River,NA,NA,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,No Information,NA,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,25,6.5,7.8,453,3.5,0.32,170,350,1.8(BDL),9.2,5(BDL),183,37.99,12,1.68,0.4,209,115.2,93.8,17.5,34.2,284,244,10(BDL),0.2(BDL),0.5(BDL),2.8,0.2(BDL),NA,NA,NA
5980,09-08-2025,Sep,15:50:00,Nag river  near bhandewadi bridge Dist- Nagpur,River,NA,NA,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,No Information,NA,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,25,0.3(BDL),7.6,726,22,0.3(BDL),920,1600,2,17,5(BDL),294,57.98,52,3.36,2.24,250.8,176.8,74,29.16,31.1,497,427,16,1.23,0.5(BDL),3.6,0.2(BDL),NA,NA,NA
5981,09-08-2025,Sep,14:40:00,"Nag river  near asoli road bridge, bhandara road, Dist- Nagpur",River,NA,NA,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,No Information,NA,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,25,0.3(BDL),7.5,721,18,0.3(BDL),280,350,1.8(BDL),55,5(BDL),291,57.98,40,3.92,2.64,241.8,173.2,68.6,26.7,59.5,484,416,22,1.1,0.5(BDL),10,0.2(BDL),NA,NA,NA
5982,09-08-2025,Sep,11:55:00,"Pilli river  near wanjara layout, kamptee road, Dist-Nagpur",River,NA,NA,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,No Information,NA,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,25,0.3(BDL),7.6,738,18.5,1.67,170,350,1.8(BDL),50,5(BDL),280,45.49,44,6.72,4.71,303,146.6,156.4,31.7,46.5,456,392,45,1.3,0.5(BDL),7.5,0.2(BDL),NA,NA,NA
5983,09-08-2025,Sep,11:30:00,"Pilli river  near, vill-mankapur on koradi road, Dist- Nagpur",River,NA,NA,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,No Information,NA,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,25,0.3(BDL),7.7,746,41,0.3(BDL),140,280,1.8(BDL),100,5(BDL),283,45.49,112,7.28,4.42,277,122.8,154.2,25.74,46.9,492,423,68,1.3,0.5(BDL),7.5,0.2(BDL),NA,NA,NA
2172,09-03-2025,Sep,05:50:00,"Wainganga river at D/s of Ellora Paper Mills, Village. Tumsar, Taluka. Tumsar, District. Bhandara.",River,Wainganga ,Wainganga ,Bhandara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Cultivation,Others",Yes,Light Brown,Odourless,3,16,6.5,8,168,5.5,0.83,70,140,1.8(BDL),330,5(BDL),83,10,28,2.24,0.71,87.8,53,34.8,22.16,7.9,124,107,86,0.2(BDL),0.5(BDL),1.5,0.2(BDL),NA,21°21.307’,79°47.943’
2173,09-03-2025,Sep,05:30:00,"Wainganga river at U/s of Ellora Paper Mills, Village. Tumsar, Taluka. Tumsar, District. Bhandara.",River,Wainganga ,Wainganga ,Bhandara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Cultivation,Others",Yes,Light Brown, Odourless,3,16,6.7,7.7,165,5.4,0.88,33,70,1.8(BDL),340,5(BDL),86,9,24,2.8,0.71,82.8,55.4,27.4,24.6,7.9,127,109,112,0.2(BDL),0.5(BDL),1.6,0.2(BDL),NA,21°21.454’,79°47.942’
5984,09-04-2025,Sep,10:00:00,"Wainganga river at kardha bridge, D/S of bhandara city, Dist- Bhandara",River,NA,NA,Bhandara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Cultivation,Others",Yes,Light Brown,Odourless,3,16,7.1,7.7,170,3.8,0.71,33,49,1.8(BDL),350,5(BDL),88,10.5,20,2.24,0.86,85.4,58,27.4,26.6,7.9,132,112,65,0.2(BDL),0.5(BDL),1.6,0.2(BDL),NA,21.150911,79.66716
5985,09-04-2025,Sep,11:30:00,"Gosekhurd Dam village - Gosekhurd, pauni, Dist- Bhandara",Dam,NA,NA,Bhandara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Cultivation,Others",Yes,Clear,Odourless,3,16,7.2,7.6,224,3.4,1.18,49,79,1.8(BDL),21,5(BDL),111,11.5,12,1.5(BDL),0.4,108.8,75.6,33.2,10.59,11.6,157,135,10(BDL),0.2(BDL),0.5(BDL),2.2,0.2(BDL),NA,20.875423,79.611417
11,09-07-2025,Sep,16:00:00,"Wainganga river at Ashti, Village. Ashti, Taluka. Gondpipri, District.Chandrapur.",River,Wainganga ,Wainganga ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,22,6.1,8.4,1873,3.3,1,33,49,1.8(BDL),45,5(BDL),113,10,8,2.24,0.43,102.8,72.8,30,12.3,8.9,140,120,27,0.2(BDL),0.5(BDL),1.8,0.2(BDL),NA,19°10.643’,79°47.140 ’
2156,09-08-2025,Sep,09:00:00,"Wardha river at confluence point of Penganga & Wardha. Village. Jugad, Taluka. Wani, District. Yavatmal.",River,Penganga ,Penganga ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Bathing,Yes,Clear,None,0,20,5.7,8.5,501,4.1,4.03,110,280,1.8(BDL),50,16.4,229,19.99,16,2.24,0.83,212.2,85.4,126.8,30.18,34.2,329,283,25,0.2(BDL),0.5(BDL),2.8,0.2(BDL),NA,19°53.943’,79°08.911’
2174,09-08-2025,Sep,09:45:00,"Wardha river at D/s of ACC Ltd. Ghuggus near WCL pump house, Village. Ghuggus, Taluka. Chandrapur, District. Chandrapur.",River,Wardha ,Wardha ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Boating,Yes,Clear,None,0,20,6.1,8.5,501,4,4.05,110,220,1.8(BDL),16,17.2,229,19.99,16,2.8,0.99,214.2,83,131.2,30,33.3,340,292,52,0.2(BDL),0.5(BDL),2.8,0.2(BDL),NA,19°54.291’,79°06.894’
2175,09-07-2025,Sep,13:15:00,"Wainganga river at U/s of Gaurav Paper Mills, near jackwell,  Village. Bramhpuri, Taluka. Chandrapur, District. Chandrapur.",River,Wainganga ,Wainganga ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Bathing,Yes,Clear,None,0,22,6.5,8,185,3.2,1.04,79,140,1.8(BDL),70,5(BDL),113,10,8,2,0.43,95.2,76.2,19,14.34,8.9,146,125,34,0.2(BDL),0.5(BDL),1.8,0.2(BDL),NA,20°37.169’,79°51.408’
2176,09-07-2025,Sep,12:30:00,"Wainganga river at D/s of Gaurav Paper Mills, near jackwell,  Village. Bramhpuri, Taluka. Chandrapur, District. Chandrapur.",River,Wainganga ,Wainganga ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Bathing,Yes,Clear,None,0,21,6.3,7.6,183,3.5,0.59,140,280,1.8(BDL),70,5(BDL),101,10,12,2.24,0.43,95.2,70.4,24.8,10.59,19.6,141,121,29,0.2(BDL),0.5(BDL),2.6,0.2(BDL),NA,20°37.169’,79°56.408’
2697,09-05-2025,Sep,13:30:00,"Penganga river near water supply scheme of Umarkhed M.C., Village. Belkhed,Taluka. Umarkhed, District. Yavatmal.",River,Penganga ,Penganga ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,22,6.8,8.2,337,3.2,2.62,7.8,13,1.8(BDL),6,5.6,158,15.5,8,1.68,0.4,161.2,113.8,47.4,17.3,19.1,220,189,10(BDL),0.2(BDL),0.5(BDL),2.6,0.2(BDL),NA,20° 23.559’,78° 07.934’
2698,09-05-2025,Sep,13:45:00,"Penganga river D/s of Isapur Dam, Village. Isapur,Taluka. Pusad,District. Yavatmal.",River,Penganga ,Penganga ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Bathing,Yes,Clear,None,0,22,5.8,8.2,336,4.4,2.44,49,79,1.8(BDL),9.1,6.4,159,17.49,16,1.68,0.4,167.4,92.8,74.6,17.3,19.1,218,187,15,0.2(BDL),0.5(BDL),2.6,0.2(BDL),NA,20° 23.559’,78° 07.934’
2719,09-07-2025,Sep,17:45:00,"Wardha river at D/s of Erai river at Hadasti near Arun Engg. Works, Village. Hadasti, Taluka. Chandrapur, District. Chandrapur.",River,Erai ,Erai ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,21,5.8,8.4,500,3.7,4.14,140,280,1.8(BDL),60,15.6,224,20.99,16,2.8,1.19,218.2,98.6,119.6,33.8,34.2,329,283,31,0.2(BDL),0.5(BDL),2.8,0.2(BDL),NA,19° 59.433’,79° 15.754’
2720,09-07-2025,Sep,18:15:00,"Wardha river at U/s of Erai river at Hadasti near Arun Engg. Works, Village. Hadasti, Taluka. Chandrapur, District. Chandrapur.",River,Erai ,Erai ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,20,6.4,8.4,500,3,4.23,79,110,1.8(BDL),60,16.8,219,20.49,8,2.24,0.83,207.2,85.4,121.8,25.6,34.6,346,298,62,0.2(BDL),0.5(BDL),2.8,0.2(BDL),NA,19° 59.263’,79° 06.907’
2721,09-08-2025,Sep,10:15:00,"Wardha river at U/s of ACC Ltd. Ghuggus near WCL pump house, Village. Ghuggus, Taluka. Chandrapur, District. Chandrapur.",River,Wardha ,Wardha ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,20,6.5,8.4,501,3.6,4.13,79,140,1.8(BDL),60,18.4,227,17.99,12,2.24,1.24,205.8,90.2,115.6,30.18,34.1,327,281,51,0.2(BDL),0.5(BDL),2.7,0.2(BDL),NA,19° 54.336’,79° 06.894’
1212,09-07-2025,Sep,17:00:00,"Wardha river at Rajura bridge, Village. Rajura, Taluka. Chandrapur, District. Chandrapur.",River,Wardha ,Wardha ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,20,6.7,8.4,503,3.4,4.06,110,170,1.8(BDL),110,16.2,215,19.99,12,2.8,1.05,207.6,87.8,119.8,33.8,9,327,281,41,0.2(BDL),0.5(BDL),1.8,0.2(BDL),NA,19° 48’,79° 23’
1095,09-02-2025,Sep,11:45:00,"Godavari river at U/s of Gangapur Dam, Village. Gangapur,Taluka. Nashik, District. Nashik.", Dam,Godavari ,Godavari ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Bathing,Yes,Clear,None,0,NA,6,7.8,171,3,1.04,17,94,1.8(BDL),4.16,5(BDL),30,6.5,12,1.5(BDL),0.4,36,20,16,5(BDL),7.2,141,111,39,0.57,0.5(BDL),1(BDL),0.2(BDL),NA,20°02.400 ’,73°40.751’
1096,09-02-2025,Sep,13:45:00,"Godavari river at Ramkund, Village. Panchavati, Taluka. Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,NA,NA,5.2,8.2,321,4.2,2.52,24,280,1.8(BDL),2.61,5(BDL),62,16.99,20,1.5(BDL),0.4,76,44,32,29.98,13.42,259,196,52,0.44,0.5(BDL),1(BDL),0.2(BDL),NA,20°00.482’,73°47.542’
1211,09-02-2025,Sep,13:45:00,"Godavari river at D/s of Nashik near Amardham, Village. GadgebabaMaharaj Nagar, Taluka . Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,NA,5.2,8.2,321,4.2,2.52,24,280,1.8(BDL),2.61,5(BDL),62,16.99,20,1.5(BDL),0.4,76,44,32,29.98,13.42,259,196,52,0.44,0.5(BDL),1(BDL),0.2(BDL),NA,20°00.109’,73°47.842’
2177,09-02-2025,Sep,12:30:00,"Godavari river near Someshwar Temple, Village. Someshwar, Taluka. Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Boating,Tourism Spot",Yes,Clear,None,0,NA,5.9,8.2,209,3.2,1.49,26,540,1.8(BDL),2.52,5(BDL),38,10.5,12,1.5(BDL),0.4,46,26,20,16.53,8.6,169,121,35,0.49,0.5(BDL),1(BDL),0.2(BDL),NA,20°01.391’,73°43.740’
2178,09-02-2025,Sep,13:00:00,"Chikhali nallah meets Godavari river, Village. Chikhali, Taluka. Nashik, District. Nashik.",Nala,Chikhali Nalla,Chikhali Nalla,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,5,7.5,910,9.4,3.82,94,920,1.8(BDL),4.48,5(BDL),210,120.96,28,1.5(BDL),0.54,254,150,104,103.2,53.87,727,619,80,0.9,0.5(BDL),1(BDL),0.2(BDL),NA,20°01.022’,73°44.116’
2179,09-04-2025,Sep,13:15:00,"Godavari river at Hanuman Ghat, Village. Nashik city, Taluka. Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Bathing,Boating",Yes,Clear,None,0,NA,5.7,8.1,328,3.4,2.42,15,220,1.8(BDL),2.92,5(BDL),66,17.49,12,1.5(BDL),0.4,80,46,34,29.83,14.04,263,190,41,0.53,0.5(BDL),1(BDL),0.2(BDL),NA,20°00.546’,73°47.020’
2180,09-02-2025,Sep,14:30:00,"Godavari river at Tapovan,Village. Tapovan, Taluka. Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,NA,5,7.5,519,3.8,1.48,36,920,1.8(BDL),3.64,5(BDL),116,31.49,16,1.5(BDL),0.4,140,82,58,50.74,27.02,414,350,93,1.14,0.5(BDL),1(BDL),0.2(BDL),NA,20°00.007’,73°48.907’
2181,09-02-2025,Sep,15:00:00,"Godavari river at Kapila. Godavari confluence point,  Village. Tapovan, Taluka. Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,NA,5,8.1,330,4.6,2.54,25,920,1.8(BDL),4.23,5(BDL),66,18.49,16,1.5(BDL),0.4,80,46,34,28.4,1313.76,266,190,72,0.61,0.5(BDL),1(BDL),0.2(BDL),NA,20°00.012’,73°48.914’
2182,09-02-2025,Sep,15:45:00,"Godavari river at Saikheda village,  Village. Saikheda, Taluka. Niphad, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,NA,4.5,7.9,264,5,2.18,17,280,1.8(BDL),4.12,5(BDL),50,16.49,16,1.5(BDL),0.4,60,34,26,20.97,11.87,215,149,68,1.5,0.5(BDL),1(BDL),0.2(BDL),NA,20°00.859’,74°00.350’
2183,09-02-2025,Sep,16:30:00,"Godavari river at Nandur.Madhmeshwar Dam, Village. Nandur, Taluka. Niphad, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,5.2,8.1,329,4,2.67,12,79,1.8(BDL),3.54,5(BDL),66,23.49,12,1.5(BDL),0.4,80,46,34,30.14,15.7,263,212,63,0.8,0.5(BDL),1(BDL),0.2(BDL),NA,20°00.535’,74°07.948’
2660,09-03-2025,Sep,13:00:00,"Darna river at Chehedi water works (pumping station), Village. Chehedi, Taluka. Nashik, District. Nashik.",River,Darna ,Darna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,5.4,8.2,187,3.4,1.35,13,220,1.8(BDL),3.81,5(BDL),32,10,16,1.5(BDL),0.4,40,22,18,12.73,7.4,151,124,44,0.5,0.5(BDL),1(BDL),0.2(BDL),NA,19° 55.873’,73° 51.429’
2661,09-03-2025,Sep,13:10:00,"Darna river at Aswali ( Darna Dam),Village. Aswali,Taluka. Igatpuri,District. Nashik.",River,Darna ,Darna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,5.1,8.1,124,3.6,0.79,17,150,1.8(BDL),3.38,NA,20(BDL),11,12,1.5(BDL),0.4,22,12,10,5.09,5(BDL),99,80,42,1.43,0.5(BDL),1(BDL),0.2(BDL),NA,19° 48.184’,73° 44.276’
2662,09-03-2025,Sep,15:05:00,"Darna river at MES site pumping station, Village. Bhagur, Taluka. Nashik, District. Nashik.",River,Darna ,Darna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,5.2,8.3,180,4,1,25,540,1.8(BDL),2.87,NA,32,9,12,1.5(BDL),0.4,40,22,18,7,6.25,146,102,47,0.57,0.5(BDL),1(BDL),0.2(BDL),NA,19° 52.114’,73° 49.662’
2663,09-03-2025,Sep,12:00:00,"Darna river at Bhagur pumping station near Pandhurli bridge, Village. Bhagur,Taluka. Nashik,District. Nashik.",River,Darna ,Darna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,4.9,8.3,173,4.6,1.06,25,280,1.8(BDL),3.19,5(BDL),30,8,16,1.5(BDL),0.4,38,22,16,7.09,6.41,136,102,44,0.59,0.5(BDL),1(BDL),0.2(BDL),NA,19° 52.306’,73° 50.235’
2664,09-03-2025,Sep,14:00:00,"Darna river at Sansari, Village. Sansari,Taluka. Nashik,District. Nashik.",River,Darna ,Darna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,5.3,8.3,185,3.8,1.32,12,210,1.8(BDL),4.14,5(BDL),34,10.5,12,1.5(BDL),0.4,42,24,18,16.14,7.61,150,116,49,0.86,0.5(BDL),1(BDL),0.2(BDL),NA,19° 54.350’,73° 50.546’
1253,09-08-2025,Sep,10:00:00,"Girna river at Malegaon road bridge, Village. Malegaon, Taluka. Malegaon, District. Nashik.",River,Girrna ,Girrna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Bathing,Yes,Clear,None,0,NA,5.6,8.2,289,4.6,2.83,21,540,1.8(BDL),194,5(BDL),56,15,16,1.5(BDL),0.75,70,40,30,19.14,15.13,231,178,151,0.84,0.5(BDL),1(BDL),0.2(BDL),NA,20°32.106’,74°31.220’
1251,09-07-2025,Sep,11:00:00,"Tapi river at U/s, Bhusawal,Village. Bhusawal Railway Colony, Taluka. Bhusawal, District. Jalgaon.",River,Tapi ,Tapi ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,None,No Information,NA,None,Clear,Less than 50cm,Others,No,Clear,Odor Free,1,24,5.5,8.3,140,4,0.84,17,220,1.8(BDL),3.92,5(BDL),22,7.5,12,1.5(BDL),0.4,26,14,12,6.4,5(BDL),111,90,52,0.57,0.5(BDL),1(BDL),0.2(BDL),NA,21°03.671’,75°47.537’
1313,09-07-2025,Sep,15:00:00,"Tapi river at Ajnad village, Village.Ajnad , Taluka. Raver, District.Jalgaon.",River,Tapi ,Tapi ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,None,No Information,NA,None,Clear,Less than 50cm,Others,No,Clear,Odor Free,1,24,5,8.1,253,4.8,2.5,20,430,1.8(BDL),192,5(BDL),52,13,16,1.5(BDL),0.4,62,36,26,17.38,13.25,202,183,123,0.75,0.5(BDL),1(BDL),0.2(BDL),NA,21°14.696’,76°08.898’
2658,09-08-2025,Sep,12:00:00,"Bori river, D/S of Amalner, Village. Amalner, Taluka. Jalgaon, District. Jalgaon.",River,Bori ,Bori ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,None,No Information,NA,None,Clear,Less than 50cm,Others,No,Clear,Odor Free,1,23,5.2,8.1,254,4.2,2.18,24,430,1.8(BDL),194,5(BDL),52,13,16,1.5(BDL),0.4,62,36,26,14.85,13.24,204,165,187,1.84,0.5(BDL),1(BDL),0.2(BDL),NA,21º 03.360',75º 04.283'
2667,09-08-2025,Sep,10:00:00,"Hiwara river at  D/S of Pachora, Village. Pachora,Taluka. Jalgaon,District. Jalgaon.",River,Hiwara ,Hiwara ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,None,No Information,NA,None,Clear,Less than 50cm,Others,No,Clear,Odor Free,1,23,5.2,8.3,143,4,2.59,24,350,1.8(BDL),5.06,5(BDL),24,8,16,1.5(BDL),0.4,30,16,14,7.51,5(BDL),114,89,48,0.61,0.5(BDL),1(BDL),0.2(BDL),NA,20º 40.031',75º 21.464'
2674,09-07-2025,Sep,15:20:00,"Mor river  near Padalashe, Village. Padalashe,Taluka. Jalgaon, District. Jalgaon.",River,Mor ,Mor ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,None,No Information,NA,None,Clear,Less than 50cm,Others,No,Clear,Odor Free,1,24,5.6,8.3,143,3.8,1.08,26,540,1.8(BDL),3.18,5(BDL),24,9,12,1.5(BDL),0.4,30,16,14,7.08,5(BDL),112,86,43,0.6,0.5(BDL),1(BDL),0.2(BDL),NA,21º 06.455',75º 47.515'
2710,09-08-2025,Sep,16:00:00,"Titur river at  D/S of Chalisgaon, Village. Chalisgaon,Taluka. Jalgaon,District. Jalgaon.",River,Titur ,Titur ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),NA,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,1,24,4.7,8.1,243,4.8,3.66,14,210,1.8(BDL),186,5(BDL),50,13,20,1.5(BDL),0.95,60,36,24,19.98,13.75,196,158,221,1.45,0.5(BDL),1(BDL),0.2(BDL),NA,20º 27.987',75º 01.165'
2718,09-07-2025,Sep,09:30:00,"Waghur river at. Sakegaon before Confluence with Tapi river, Village. Sakegaon,Taluka. Jalgaon,District. Jalgaon.",River,Waghur ,Waghur ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,None,No Information,NA,None,Clear,Less than 50cm,Others,No,Clear,Odor Free,1,24,5.1,8.1,249,4.2,2.5,14,94,1.8(BDL),189,5(BDL),50,13,12,1.5(BDL),0.89,60,36,24,11.7,13.06,198,151,184,0.75,0.5(BDL),1(BDL),0.2(BDL),NA,21º 05.592',75º 41.642'
